ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents   label   detailed-label,Tunnel,Traffic_Labeled,Malware
2019-02-28 21:59:33.972505088,C57zcj3h1iIXOQnSc,192.168.1.193,24159,197.177.21.190,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 02:34:03.903762944,CMcZqp10MjWMEaWLxi,197.84.247.90,11,192.168.1.193,0,icmp,,0 days 00:00:00.000005,136,0,OTH,,,0,,2,192,0,0,-   Benign   -,-,Benign, -
2019-02-28 21:21:21.465942016,C9Jxs32IY5OAcZIkW2,192.168.1.193,24159,217.225.103.246,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 20:41:12.264657920,CfubLc4gXcrKW6R3Ad,192.168.1.193,24159,197.109.18.53,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 03:05:32.704097024,CHAZUV1WiuorBKoN7c,192.168.1.193,30535,197.57.56.1,8081,tcp,,0 days 00:00:00.000004,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:45:29.600913920,CwCImn3kwGC6xMrbxe,46.255.52.102,11,192.168.1.193,0,icmp,,0 days 00:00:00.000006,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 23:40:09.515815936,CtjZAo1Nx12AzdgWwb,192.168.1.193,30535,197.80.24.239,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 23:05:09.017697024,Cq58Fj4DH9E1QcXolj,192.168.1.193,24159,217.240.86.215,8081,tcp,,0 days 00:00:00.000257,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 20:26:54.498927104,CcWF5q1k1306RfTPm8,192.168.1.193,24159,197.150.225.24,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 20:43:03.551683840,CZ4l7u2pUdvyXxjHKi,192.168.1.193,24159,217.140.192.169,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:25:58.812865024,C46Ecd3fns95ylUQzg,217.227.190.171,3,192.168.1.193,13,icmp,,0 days 00:00:00.000005,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 21:38:55.117729024,CwfQ8A4fKEhE8a7gE6,217.226.153.143,3,192.168.1.193,13,icmp,,0 days 00:00:00.000005,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 19:56:18.939150080,CDXmiD4DC5tihbnhKc,192.168.1.193,30535,217.132.152.221,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:12:22.674483968,CLHOG73JnWCMA6Axm9,217.18.86.254,3,192.168.1.193,1,icmp,,0 days 00:00:00.000005,80,0,OTH,,,0,,2,136,0,0,-   Benign   -,-,Benign, -
2019-03-01 00:23:09.809712896,C38RTU17dshUst7KK7,192.168.1.193,24159,217.217.196.30,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 23:51:45.883203072,CmguGx3rWUnnbJJYFc,192.168.1.193,24159,197.250.211.82,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:33:26.882097920,CDKu2sQkFk7wIBN2c,192.168.1.193,30535,197.76.167.184,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:51:52.658617856,ClavC34LLEI6IPYjb5,192.168.1.193,30535,197.10.59.213,8081,tcp,,0 days 00:00:00.000254,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:45:55.928507136,C6M1eZ2T9GvbAty8Hk,192.168.1.193,30535,217.41.70.76,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:09:41.402370816,CtHK5Z1OZYRayYpz3c,194.154.4.183,11,192.168.1.193,0,icmp,,0 days 00:00:00.000002,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 22:34:25.336646144,CzKit02bCBdYjKlMn7,192.168.1.193,30535,197.3.218.22,8081,tcp,,0 days 00:00:00.000008,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 20:10:00.834876928,CiicomyRhFWiDGuU9,217.248.165.31,3,192.168.1.193,13,icmp,,0 days 00:00:00.000005,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-03-01 01:13:30.323757056,CJjztT1ZDpGvRgIW5a,192.168.1.193,24159,197.125.66.253,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,6,240,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:49:18.102191872,CkW3UY1kYlpsPcHuhe,192.168.1.193,24159,197.230.8.139,8081,tcp,,0 days 00:00:00.106693,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-02-28 20:06:18.842418944,CCKJBwWLonNEYlZ4,192.168.1.193,24159,197.102.174.5,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 02:14:15.924241152,ChKivI1JY9CNtTKTJe,192.168.1.193,30535,197.151.136.96,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:07:27.903808000,CcWBcDhYiUcvdp15h,94.83.33.96,11,192.168.1.193,0,icmp,,0 days 00:00:00.000005,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 23:26:14.970258944,CTe31n1PtsHOU92M4k,192.168.1.193,24159,197.139.191.96,8081,tcp,,0 days 00:00:00.000496,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:48:12.179704832,Cm2X8ou5tVIK8YVae,192.168.1.193,30535,197.39.184.62,8081,tcp,,0 days 00:00:00.111191,0,0,REJ,,,0,Sr,6,240,2,80,-   Benign   -,-,Benign, -
2019-03-01 02:56:41.632685056,CYbFrcj0TkSUgrUX7,192.168.1.193,24159,217.114.92.120,8081,tcp,,0 days 00:00:00.042229,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-02-28 21:07:25.639352064,CMcCleCv4a06yxGne,197.13.3.14,3,192.168.1.193,0,icmp,,0 days 00:00:00.000005,80,0,OTH,,,0,,2,136,0,0,-   Benign   -,-,Benign, -
2019-02-28 23:41:00.046025984,CqAHOG1TPT7xV3btWe,192.168.1.193,24159,197.165.212.13,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 23:40:21.966471936,CWYWpU2ORrUzOZkg75,192.168.1.193,30535,217.94.17.207,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 23:16:21.449101824,CUYbpm2WtNIcf5XIu2,192.168.1.193,30535,217.127.208.115,8081,tcp,,0 days 00:00:00.000505,0,0,S0,,,0,S,8,320,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:48:23.250636032,C4rLpJ15LRpRNJmhQa,192.168.1.193,24159,217.182.61.251,8081,tcp,,0 days 00:00:00.039975,0,0,REJ,,,0,Sr,4,160,2,80,-   Benign   -,-,Benign, -
2019-03-01 02:12:33.405981952,CSDg2e1iQ9TqLIoC73,192.168.1.193,24159,197.146.87.144,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 20:11:28.907835904,ClGojV2D1dcnVIx357,217.29.17.164,11,192.168.1.193,0,icmp,,0 days 00:00:00.000250999,112,0,OTH,,,0,,4,224,0,0,-   Benign   -,-,Benign, -
2019-02-28 20:20:00.467729152,CQG2Zi4M4XKq9Xgr4l,217.114.16.253,3,192.168.1.193,1,icmp,,0 days 00:00:00.000005,80,0,OTH,,,0,,2,136,0,0,-   Benign   -,-,Benign, -
2019-03-01 00:34:48.882414080,CnK4RZ1tbMqlREXOAa,192.168.1.193,24159,197.105.90.66,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:12:22.227688192,C8ibOVgOdcmWIX2Nh,192.168.1.193,30535,217.7.141.17,8081,tcp,,0 days 00:00:00.040233,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-02-28 22:13:57.619184128,CwevEF192dfyuj7CDi,197.188.114.85,3,192.168.1.193,1,icmp,,0 days 00:00:00.000015,176,0,OTH,,,0,,4,288,0,0,-   Benign   -,-,Benign, -
2019-02-28 20:02:04.342093056,CKIgS11AhmFyJkrNAa,87.191.90.166,3,192.168.1.193,1,icmp,,0 days 00:00:00.000004,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 22:30:00.702626816,CeAZjf1YPlWdk51bC2,192.168.1.193,24159,197.183.9.215,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:03:46.293849088,C5cLFC1FF45yoLN0mg,192.168.1.193,30535,217.5.127.237,8081,tcp,,0 days 00:00:00.000004,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:21:55.162488064,CYpFtk1D5DLfuYNECa,192.168.1.193,30535,197.43.222.179,8081,tcp,,0 days 00:00:00.134430,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-02-28 21:26:23.551800064,Cm99EO1WqJ9MQwpI2f,192.168.1.193,30535,197.85.180.52,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 02:53:03.276475904,COGyTa2nYMcm3lXRN,192.168.1.193,24159,217.202.128.169,8081,tcp,,0 days 00:00:00.000257999,0,0,S0,,,0,S,6,240,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 02:11:39.328440064,C76GtN2QNEnd7r5Ybj,192.168.1.193,24159,217.161.218.176,8081,tcp,,0 days 00:00:00.000257999,0,0,S0,,,0,S,6,240,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:15:49.886776832,CtxaEz2TUTPIUzxJS7,192.168.1.193,24159,217.29.221.84,8081,tcp,,0 days 00:00:01.188330,0,0,REJ,,,0,Sr,4,160,2,80,-   Benign   -,-,Benign, -
2019-02-28 21:35:19.791974912,CIOzms3vnPhhjnyXuh,192.168.1.193,24159,197.83.147.127,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:56:03.000726016,Cq2jWc3vuXFxJzRyWi,192.168.1.193,24159,197.115.84.213,8081,tcp,,0 days 00:00:00.767592,0,0,REJ,,,0,Sr,6,240,2,80,-   Benign   -,-,Benign, -
2019-02-28 21:01:34.585477120,CNidnu4uh9grAUvgR1,192.168.1.193,24159,197.251.220.213,8081,tcp,,0 days 00:00:00.000006,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 23:08:54.016695040,CNK9bc20lIUOw3g5Hj,192.168.1.193,24159,217.56.29.71,8081,tcp,,0 days 00:00:01.039413,0,0,REJ,,,0,Sr,4,160,2,80,-   Benign   -,-,Benign, -
2019-02-28 20:35:08.899944192,Cl7ImY3YW7LSgcRTg1,192.168.1.193,30535,217.215.184.230,8081,tcp,,0 days 00:00:00.038485,0,0,REJ,,,0,Sr,4,160,2,80,-   Benign   -,-,Benign, -
2019-02-28 21:06:06.070290944,CQL1qg3a7vn2VRwGDe,192.168.1.193,24159,217.211.167.137,8081,tcp,,0 days 00:00:00.045977,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-03-01 01:32:34.639072000,CaOkCW2eI0C9olPdV9,192.168.1.193,24159,217.47.148.87,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 23:30:37.207737088,CCtM7q2QG7kUqybcjk,41.216.164.130,11,192.168.1.193,0,icmp,,0 days 00:00:00.000007,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-03-01 01:15:41.872807936,Cocxe2mBVvDmJAIs5,192.168.1.193,30535,217.89.134.241,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:47:49.956082944,CSPHqs30cjyTckuVml,192.168.1.193,123,78.108.102.237,123,udp,,0 days 00:00:00.002487,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-02-28 22:50:49.277499904,CIYLH8uRAiMBI83Tl,192.168.1.193,30535,217.250.6.56,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 01:33:13.698113792,CAGOB72gJLQI3pUU0g,192.168.1.193,30535,217.221.148.232,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 23:10:37.957302016,COSzKt3LEzpNiPgJB3,192.168.1.193,123,37.187.104.44,123,udp,,0 days 00:00:00.000005,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-02-28 22:41:40.690116864,Cjz3gd4rB59lsRLOt8,192.168.1.193,24159,197.26.235.158,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:53:10.756613888,CTYYb93vojJvSTLgXi,192.168.1.193,30535,217.71.164.82,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 02:23:44.388921856,CrXmHv4m2fjBGkjzw5,192.168.1.193,24159,217.210.151.94,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:53:21.578947072,CZZ2Kw1G1JjzUeGO71,192.168.1.193,24159,197.236.79.20,8081,tcp,,0 days 00:00:00.001008,0,0,S0,,,0,S,16,640,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:28:05.745222144,C2dixw1YCPRCULytIl,192.168.1.193,30535,197.128.92.215,8081,tcp,,0 days 00:00:00.160411,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-03-01 03:08:51.807971840,Cht5Em2WV996L4D2d5,192.168.1.193,24159,197.176.29.105,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 20:16:32.452531968,CX4KiW2MyAJAJLWF2i,192.168.1.193,24159,217.181.171.164,8081,tcp,,0 days 00:00:00.000002,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 19:57:16.199628032,CmU6lz195fsElLGoTd,217.22.140.118,3,192.168.1.193,13,icmp,,0 days 00:00:00.000005,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 22:54:24.252605952,CawLkV22kLWtA72oxe,192.168.1.193,24159,197.155.199.245,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:12:31.345908992,CSQdXB14OXIvpEhYLg,192.168.1.193,30535,197.39.125.190,8081,tcp,,0 days 00:00:00.168658,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-02-28 20:17:37.964379136,CH6jAI1MusXKTdDVX3,192.168.1.193,24159,197.128.158.221,8081,tcp,,0 days 00:00:00.127429999,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-03-01 01:44:24.156065024,ChTqNd1rNgNsavOoNf,192.168.1.193,24159,197.4.47.184,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:27:59.155275008,CEtrv34X5mNhlQuDDj,217.71.224.4,3,192.168.1.193,1,icmp,,0 days 00:00:00.000012,80,0,OTH,,,0,,2,136,0,0,-   Benign   -,-,Benign, -
2019-02-28 20:02:42.843835136,CmrDJR1VuYXNJrpP15,192.168.1.193,30535,217.8.194.245,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:24:53.261716992,Crq3Xy3IxOOmgSXIEa,192.168.1.193,30535,217.239.199.233,8081,tcp,,0 days 00:00:00.000508,0,0,S0,,,0,S,8,320,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:06:21.674625024,CNPLK1ltTTJVMiq83,192.168.1.193,24159,217.152.226.174,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 22:01:05.520205056,CkrtJw2uPHuGxnnmfd,192.168.1.193,24159,197.42.182.204,8081,tcp,,0 days 00:00:00.105947,0,0,REJ,,,0,Sr,6,240,2,80,-   Benign   -,-,Benign, -
2019-02-28 20:57:22.307518976,CezUSn4E6fS5gLa4Q6,192.168.1.193,30535,197.214.164.54,8081,tcp,,0 days 00:00:00.956214,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-02-28 23:35:28.733069824,CMlJcB4c21JODrMlg6,192.168.1.193,30535,197.40.227.109,8081,tcp,,0 days 00:00:01.099883,0,0,REJ,,,0,Sr,4,160,2,80,-   Benign   -,-,Benign, -
2019-03-01 00:59:46.034190848,C3R6ACrrUSfk6CGO9,192.168.1.193,30535,197.63.69.73,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 01:56:41.014661120,CIdjEd4cQnzpitaCNb,192.168.1.193,30535,217.89.21.243,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:51:01.139473920,CCjlFM1w7lvuf4iR58,192.168.1.193,24159,217.78.107.185,8081,tcp,,0 days 00:00:00.000004,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:25:14.638120960,C5Or3yTMyfiiV35f4,192.168.1.193,24159,217.199.151.46,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 20:46:22.190555136,C7jLmM1WsW4cuztZQ,192.168.1.193,24159,217.119.134.48,8081,tcp,,0 days 00:00:00.000255,0,0,S0,,,0,S,4,160,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-02-28 21:34:48.013591040,C6aXhM26X6xVUdkOnf,192.168.1.193,30535,217.161.53.243,8081,tcp,,0 days 00:00:00.000005,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 01:28:28.112845824,CuyMMs2y5AUE22TqLa,192.168.1.193,24159,197.80.62.38,8081,tcp,,0 days 00:00:00.000004,0,0,S0,,,0,S,2,80,0,0,-   Malicious   PartOfAHorizontalPortScan,-, Malicious, PartOfAHorizontalPortScan
2019-03-01 00:02:14.912612864,CNVCzo0ra1nNOh8Rh,197.157.217.254,11,192.168.1.193,0,icmp,,0 days 00:00:00.000004,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-03-01 01:05:24.456790016,Ckv0Oz3d12mBOfVnJl,217.26.144.126,8081,192.168.1.193,24159,tcp,,0 days 00:00:00.000006,0,0,RSTOS0,,,0,R,2,80,0,0,-   Benign   -,-,Benign, -
2019-03-01 03:01:57.857165056,CpbTcC3hkGj1Jul8Hk,213.132.105.58,11,192.168.1.193,0,icmp,,0 days 00:00:00.000005,56,0,OTH,,,0,,2,112,0,0,-   Benign   -,-,Benign, -
2019-02-28 20:04:07.077699072,C1phz14Kld3mRwdpHi,192.168.1.193,30535,217.128.17.101,8081,tcp,,0 days 00:00:00.064968,0,0,REJ,,,0,Sr,2,80,2,80,-   Benign   -,-,Benign, -
2019-03-01 02:16:21.288985088,CwqyPWZO15uFSim5b,197.155.1.70,3,192.168.1.193,1,icmp,,0 days 00:00:00.000005,80,0,OTH,,,0,,2,136,0,0,-   Benign   -,-,Benign, -
2019-02-28 21:33:14.951900928,CPDLMW3eaKbNoZmO25,192.168.1.193,24159,197.215.174.121,8081,tcp,,0 days 00:00:00.208144,0,0,REJ,,,0,Sr,6,240,2,80,-   Benign   -,-,Benign, -
2019-03-01 03:01:42.958414080,CMgcZG3ab2H1BoJ1w7,192.168.1.193,123,46.28.109.26,123,udp,,0 days 00:00:00.008233,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
